City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,iowa park,33.9515,-98.6687,294.79,79,0,4.12,US,1684993542
293,carbonear,47.7332,-53.2148,277.27,93,17,2.52,CA,1684993278
294,bayanhongor,46.7167,100.1167,282.09,36,99,4.45,MN,1684993542
295,ardestan,33.3761,52.3694,304.59,13,72,3.91,IR,1684993542
296,nishinoomote,30.7333,131.0,297.46,64,20,3.6,JP,1684993543
297,mejit,10.2753,170.8646,300.78,78,100,6.84,MH,1684993543
298,paracuru,-3.41,-39.0306,297.65,89,90,3.53,BR,1684993254
299,newman,37.3138,-121.0208,291.14,63,2,4.92,US,1684993453
300,daru,-9.0763,143.2092,298.56,87,100,6.65,PG,1684993543
301,bairnsdale,-37.8333,147.6167,292.07,42,99,3.58,AU,1684993544
302,brisas de zicatela,15.8369,-97.0419,300.27,80,100,2.23,MX,1684993544
303,port macquarie,-31.4333,152.9167,293.65,37,37,1.9,AU,1684993544
304,wick,58.4333,-3.0833,282.18,66,100,4.63,GB,1684993544
305,afaahiti,-17.75,-149.2833,298.74,78,57,2.95,PF,1684993545
306,sierra grande,-41.606,-65.3557,282.53,46,0,2.68,AR,1684993545
307,hanceville,34.0607,-86.7675,291.6,81,31,3.26,US,1684993545
308,kingston,17.997,-76.7936,300.68,82,20,2.57,JM,1684993545
309,shahrak,34.1074,64.3052,290.51,24,0,7.95,AF,1684993545
310,chhatarpur,24.9,79.6,307.59,32,83,2.43,IN,1684993546
311,chui,-33.6971,-53.4616,292.05,89,100,2.86,UY,1684993546
312,viitasaari,63.0667,25.8667,279.13,92,100,6.26,FI,1684993546
313,salalah,17.0151,54.0924,305.2,66,40,6.17,OM,1684993546
314,siwa oasis,29.2041,25.5195,297.81,45,21,8.93,EG,1684993546
315,pangai,-19.8,-174.35,297.21,69,40,1.03,TO,1684993547
316,east london,-33.0153,27.9116,295.67,33,0,2.57,ZA,1684993547
317,esmeraldas,-19.7625,-44.3139,291.63,96,1,2.51,BR,1684993547
318,belyy yar,53.6039,91.3903,287.09,26,0,5.0,RU,1684993547
319,viedma,-40.8135,-62.9967,283.0,44,25,5.32,AR,1684993548
320,fada,9.5667,8.3,295.9,84,78,0.16,NG,1684993548
321,puerto santa,-8.9906,-78.6456,295.01,86,99,4.44,PE,1684993548
322,invercargill,-46.4,168.35,286.02,74,94,3.38,NZ,1684993346
323,hasaki,35.7333,140.8333,298.31,54,97,4.65,JP,1684993548
324,ta`u,-14.2336,-169.5144,300.78,75,51,1.1,AS,1684993549
325,punta arenas,-53.15,-70.9167,275.21,75,0,5.66,CL,1684993549
326,copala,16.65,-98.9833,300.97,73,93,2.07,MX,1684993549
327,masterton,-40.9597,175.6575,282.53,96,2,1.53,NZ,1684993549
328,lyantor,61.6195,72.1555,288.88,33,58,5.05,RU,1684993550
329,lerwick,60.1545,-1.1494,282.15,66,35,6.84,GB,1684993550
330,yarmouth,41.7057,-70.2286,285.41,92,100,12.07,US,1684993550
331,cabedelo,-6.9811,-34.8339,297.52,94,25,2.62,BR,1684993550
332,chibougamau,49.9168,-74.3659,274.94,64,0,3.6,CA,1684993550
333,balqash,46.8481,74.995,296.48,21,20,4.0,KZ,1684993551
334,waegwan,35.9917,128.3973,301.2,29,19,2.77,KR,1684993551
335,lethem,3.3803,-59.7968,298.36,88,96,2.5,GY,1684993551
336,porto novo,6.4965,2.6036,299.05,91,100,2.53,BJ,1684993551
337,maumere,-8.6199,122.2111,302.02,68,59,2.98,ID,1684993552
338,ouani,-12.1322,44.4258,299.83,64,7,3.98,KM,1684993552
339,port moresby,-9.4431,147.1797,298.83,94,100,5.14,PG,1684993552
340,bokoro,12.3807,17.0568,307.09,35,74,3.15,TD,1684993552
341,kirakira,-10.4544,161.9205,301.08,77,100,2.56,SB,1684993552
342,san juan de los morros,9.9115,-67.3538,295.71,90,55,1.02,VE,1684993553
343,san antonio,29.4241,-98.4936,297.13,74,0,3.6,US,1684993432
344,montefrio,37.3231,-4.009,283.33,76,15,0.85,ES,1684993553
345,manokwari,-0.8667,134.0833,302.05,73,97,3.58,ID,1684993553
346,el calafate,-50.3408,-72.2768,272.96,76,59,0.95,AR,1684993553
347,yuzhno-kurilsk,44.0306,145.8556,283.86,77,0,2.61,RU,1684993554
348,cuatro cienegas de carranza,26.9833,-102.0833,299.42,62,93,2.84,MX,1684993554
349,wenchang,30.904,118.4887,301.37,51,37,0.16,CN,1684993554
350,tazacorte,28.629,-17.9293,290.69,79,75,3.13,ES,1684993554
351,giddings,30.1827,-96.9364,294.78,88,100,0.0,US,1684993555
352,agios nikolaos,35.1914,25.7133,291.35,79,0,1.69,GR,1684993555
353,muravlenko,63.7898,74.523,284.97,37,0,2.81,RU,1684993555
354,atafu village,-8.5421,-172.5159,301.15,71,90,0.91,TK,1684993555
355,tsiombe,-25.3,45.4833,294.81,51,0,4.71,MG,1684993555
356,hadibu,12.65,54.0333,303.59,60,30,0.42,YE,1684993556
357,salekhard,66.53,66.6019,291.59,48,7,6.11,RU,1684993556
358,sahaswan,28.0833,78.75,307.74,32,44,1.01,IN,1684993556
359,sao joao da barra,-21.6403,-41.0511,293.51,87,8,2.36,BR,1684993556
360,al jawf,29.5,38.75,301.09,17,6,1.4,SA,1684993556
361,manado,1.487,124.8455,302.58,79,40,2.57,ID,1684993557
362,suomussalmi,64.8869,28.9078,282.88,91,100,4.09,FI,1684993557
363,singa,13.15,33.9333,308.28,31,15,5.4,SD,1684993557
364,hami,42.8,93.45,299.15,10,1,0.68,CN,1684993477
365,nantucket,41.2835,-70.0995,285.23,93,75,9.26,US,1684993558
366,timbuktu,16.7735,-3.0074,301.91,25,52,7.42,ML,1684993558
367,kavaratti,10.5669,72.642,302.87,68,8,2.22,IN,1684993558
368,bembereke,10.2283,2.6634,295.89,85,100,2.46,BJ,1684993558
369,pasni,25.2631,63.471,303.88,73,13,6.96,PK,1684993457
370,comodoro rivadavia,-45.8667,-67.5,281.07,49,0,10.8,AR,1684993559
371,gebeit,21.0667,36.3167,305.06,32,0,1.77,SD,1684993559
372,malindi,-3.2175,40.1191,300.2,76,44,5.94,KE,1684993559
373,hobyo,5.3505,48.5268,301.33,67,98,4.97,SO,1684993560
374,thinadhoo,0.5333,72.9333,301.91,74,90,4.86,MV,1684993560
375,hilo,19.7297,-155.09,294.4,100,100,2.57,US,1684993560
376,lawas,13.764,121.0566,304.25,64,41,3.46,PH,1684993560
377,bouna,9.2667,-3.0,295.38,85,100,2.19,CI,1684993561
378,vorgashor,67.5833,63.95,285.73,71,100,6.96,RU,1684993561
379,amungan,15.3652,119.9582,302.69,71,74,1.52,PH,1684993561
380,camana,-16.6228,-72.7111,292.24,89,89,1.7,PE,1684993561
381,tura,25.5198,90.2201,304.56,44,2,2.49,IN,1684993562
382,nejo,9.5,35.5,296.48,53,86,1.28,ET,1684993562
383,arraial do cabo,-22.9661,-42.0278,289.61,89,0,1.31,BR,1684993562
384,fortuna,40.5982,-124.1573,285.33,88,100,2.06,US,1684993563
385,laojunmiao,39.8333,97.7333,290.47,13,89,3.21,CN,1684993563
386,mont-dore,-22.2833,166.5833,295.14,58,96,3.37,NC,1684993563
387,fort bragg,35.139,-79.006,291.2,68,20,0.0,US,1684993563
388,sur,22.5667,59.5289,305.89,58,16,3.34,OM,1684993563
389,jerome,42.7241,-114.5186,284.61,85,0,3.6,US,1684993564
390,sola,-13.8833,167.55,299.57,73,99,9.85,VU,1684993564
391,peace river,56.2501,-117.286,285.32,100,75,1.03,CA,1684993299
392,argo,37.6333,22.7333,293.03,55,5,1.17,GR,1684993564
393,minas de marcona,-15.2119,-75.1103,287.41,88,55,4.51,PE,1684993565
394,polyarnyy,69.1989,33.4478,285.28,54,100,8.18,RU,1684993565
395,paharpur,32.1038,70.9724,307.75,33,0,3.6,PK,1684993565
396,tralee,52.2704,-9.7026,283.59,94,34,1.62,IE,1684993565
397,armacao de buzios,-22.7469,-41.8817,292.18,85,0,2.35,BR,1684993566
398,chinde,26.8418,88.0763,293.11,90,68,2.36,NP,1684993566
399,lahaina,20.8783,-156.6825,298.15,86,21,7.96,US,1684993566
400,tokar,18.4254,37.729,305.6,59,0,4.66,SD,1684993566
401,tual,-5.6667,132.75,300.66,72,28,9.53,ID,1684993567
402,duong dong,10.2167,103.9667,303.15,70,40,2.06,VN,1684993567
403,ugoofaaru,5.6667,73.0,302.14,72,48,3.2,MV,1684993567
404,puerto asis,0.5133,-76.5007,295.07,99,100,0.88,CO,1684993567
405,boende,-0.2167,20.8667,298.18,75,19,0.62,CD,1684993568
406,pinhao,-25.6956,-51.6597,283.69,95,0,1.78,BR,1684993568
407,selkirk,50.1436,-96.8845,287.23,56,78,2.68,CA,1684993568
408,yanchep,-31.55,115.6833,292.66,45,0,5.97,AU,1684993569
409,puerto leguizamo,-0.1934,-74.7819,294.99,99,100,0.93,CO,1684993569
410,pahrump,36.2083,-115.9839,297.18,20,0,3.58,US,1684993569
411,dawei,14.0833,98.2,303.3,68,100,4.97,MM,1684993569
412,kroya,-7.6331,109.2461,302.59,62,25,4.88,ID,1684993570
413,merizo village,13.2658,144.6691,300.0,87,100,16.45,GU,1684993570
414,yaren,-0.5472,166.916,302.04,68,56,0.39,NR,1684993570
415,kakogawacho-honmachi,34.7667,134.85,296.1,56,100,4.33,JP,1684993472
416,zaozersk,69.4005,32.4476,285.33,52,100,8.9,RU,1684993571
417,alo,7.4178,6.7371,298.4,94,79,1.24,NG,1684993571
418,wangkui,46.8333,126.5,294.26,45,100,10.41,CN,1684993571
419,llallagua,-18.4167,-66.6333,275.69,24,43,2.42,BO,1684993571
420,aykhal,66.0,111.5,273.82,87,100,6.29,RU,1684993572
421,zonguldak,41.25,31.8333,285.62,84,96,0.8,TR,1684993572
422,nabire,-3.3667,135.4833,302.52,70,53,2.73,ID,1684993572
423,greymouth,-42.4667,171.2,287.05,75,41,1.47,NZ,1684993505
424,castillos,-34.1667,-53.8333,292.6,85,100,0.65,UY,1684993573
425,bomadi,5.1593,5.9252,298.42,94,100,1.61,NG,1684993573
426,buala,-8.145,159.5921,300.3,81,96,1.02,SB,1684993573
427,shalqar,47.8333,59.6,299.5,21,0,3.69,KZ,1684993573
428,vadso,70.0744,29.7487,284.64,58,20,6.69,NO,1684993574
429,lubao,14.9167,120.55,307.99,55,78,2.67,PH,1684993574
430,livramento do brumado,-13.6431,-41.8406,292.24,85,50,3.26,BR,1684993574
431,sona,45.4388,10.8255,290.84,89,40,2.06,IT,1684993574
432,wanning,18.8003,110.3967,308.34,49,87,4.44,CN,1684993574
433,bougouni,11.417,-7.479,300.69,61,98,2.37,ML,1684993575
434,luanda,-8.8368,13.2343,298.15,83,75,2.57,AO,1684993335
435,la'ie,21.6477,-157.9253,299.13,75,4,3.13,US,1684993575
436,arba minch,6.0333,37.55,295.55,77,81,0.95,ET,1684993575
437,durban,-29.8579,31.0292,292.6,63,46,1.34,ZA,1684993547
438,lorengau,-2.0226,147.2712,299.94,84,100,4.31,PG,1684993576
439,arawa,-6.2132,155.5367,298.99,88,100,6.73,PG,1684993576
440,tucuma,-0.1833,-50.05,297.44,94,93,2.71,BR,1684993576
441,kuhmo,64.1333,29.5167,287.39,63,100,4.71,FI,1684993577
442,vanino,49.0869,140.2543,283.58,80,78,2.16,RU,1684993577
443,nouadhibou,20.931,-17.0347,292.14,82,100,4.63,MR,1684993577
444,huilong,31.8111,121.655,297.44,60,82,4.72,CN,1684993577
445,wattegama,6.7989,81.4808,308.48,41,15,3.18,LK,1684993578
446,revda,56.801,59.9303,299.12,25,40,1.77,RU,1684993578
447,narrabri,-30.3167,149.7833,293.64,23,60,3.37,AU,1684993578
448,isola di capo rizzuto,38.96,17.0933,294.36,60,44,0.52,IT,1684993578
449,ramos arizpe,25.55,-100.9667,293.12,79,100,3.12,MX,1684993579
450,cockburn town,21.4612,-71.1419,300.33,81,62,5.31,TC,1684993579
451,arkhipo-osipovka,44.37,38.52,291.87,85,51,2.81,RU,1684993579
452,shimoda,34.6667,138.95,293.76,67,100,3.78,JP,1684993580
453,mugia,43.1041,-9.2179,289.35,86,85,11.92,ES,1684993580
454,fortaleza,-3.7227,-38.5247,299.22,83,0,2.57,BR,1684993419
455,zhangjiakou,40.81,114.8794,294.5,29,83,7.38,CN,1684993580
456,yanykurgan,43.915,67.2481,300.93,17,46,7.83,KZ,1684993581
457,el granada,37.5027,-122.4694,287.05,86,100,4.12,US,1684993581
458,bonthe,7.5264,-12.505,297.01,95,100,1.98,SL,1684993581
459,alba posse,-27.5698,-54.6826,289.82,81,0,1.37,AR,1684993581
460,gumdag,39.2061,54.5906,310.29,12,48,7.99,TM,1684993581
461,shira,54.4911,89.9531,283.93,32,76,4.58,RU,1684993582
462,uliastay,47.7417,96.8444,281.91,52,95,2.31,MN,1684993582
463,illizi,26.4833,8.4667,296.04,10,100,1.96,DZ,1684993582
464,alice springs,-23.7,133.8833,299.9,12,0,4.63,AU,1684993583
465,inarajan village,13.2736,144.7484,300.23,87,100,14.08,GU,1684993583
466,cooranbong,-33.0833,151.4333,295.12,42,91,3.57,AU,1684993583
467,santa ana de yacuma,-13.75,-65.4333,296.44,89,88,2.23,BO,1684993583
468,tabalah,19.95,42.4,296.73,38,4,1.28,SA,1684993584
469,zhumysker,49.3333,49.4,300.59,24,100,9.01,KZ,1684993584
470,weno,7.4515,151.8468,301.81,65,98,0.82,FM,1684993584
471,forster,-32.1667,152.5167,293.87,51,69,2.99,AU,1684993584
472,phan rang-thap cham,11.5667,108.9833,308.82,46,80,1.28,VN,1684993585
473,bovalino,38.149,16.174,292.12,66,100,0.83,IT,1684993585
474,bubaque,11.2833,-15.8333,300.44,68,93,2.88,GW,1684993585
475,skelleftea,64.7507,20.9528,282.35,57,0,6.17,SE,1684993586
476,guerrero negro,27.9769,-114.0611,289.05,81,10,7.24,MX,1684993586
477,leun,50.5513,8.3584,285.43,89,0,2.3,DE,1684993586
478,wickenburg,33.9686,-112.7296,300.48,22,0,3.4,US,1684993587
479,sakakah,29.9697,40.2064,300.91,25,42,2.72,SA,1684993587
480,mojkovac,42.9604,19.5833,288.03,83,92,1.19,ME,1684993587
481,al wajh,26.2455,36.4525,304.12,35,0,2.06,SA,1684993587
482,turinsk,58.0458,63.696,298.19,35,83,2.79,RU,1684993588
483,bousso,10.4795,16.7117,305.09,42,95,2.92,TD,1684993588
484,sao jose da coroa grande,-8.8978,-35.1478,295.21,97,27,1.88,BR,1684993588
485,keflavik,64.0049,-22.5624,279.39,81,100,10.8,IS,1684993588
486,valparaiso,-33.0393,-71.6273,289.26,61,75,1.54,CL,1684993589
487,katsuura,35.1333,140.3,293.34,62,100,4.06,JP,1684993589
488,balykshi,47.0667,51.8667,303.15,16,49,12.0,KZ,1684993589
489,altai,46.3722,96.2583,283.47,35,86,1.91,MN,1684993589
490,ziguinchor,12.5833,-16.2719,297.26,100,0,2.06,SN,1684993590
491,barra da estiva,-13.6261,-41.3269,288.13,93,29,2.09,BR,1684993590
492,suluktu,39.9337,69.57,295.86,26,4,5.05,KG,1684993590
493,gizo,-8.103,156.8419,300.63,81,96,3.6,SB,1684993590
494,ciudad lazaro cardenas,17.9583,-102.2,300.39,73,100,1.29,MX,1684993490
495,kapuskasing,49.4169,-82.4331,273.2,80,0,1.54,CA,1684993591
496,mogadishu,2.0371,45.3438,302.08,79,40,4.63,SO,1684993591
497,san rafael,-34.6177,-68.3301,287.19,45,84,1.34,AR,1684993592
498,wewak,-3.5534,143.6268,299.79,85,100,3.09,PG,1684993592
499,mega,4.05,38.3,289.98,82,42,7.23,ET,1684993592
500,veinticinco de mayo,-35.4323,-60.1727,289.25,100,68,1.34,AR,1684993592
501,tionk essil,12.7856,-16.5217,297.18,73,59,3.49,SN,1684993593
502,paulden,34.8856,-112.4682,292.99,39,0,1.79,US,1684993568
503,port saint john's,-31.6229,29.5448,292.59,50,100,3.56,ZA,1684993593
504,tyukhtet,56.5389,89.3011,283.65,35,49,2.99,RU,1684993593
505,kingscliff,-28.2667,153.5667,295.24,53,0,6.17,AU,1684993593
506,dubbo,-32.25,148.6167,295.22,21,86,7.72,AU,1684993594
507,zacharo,37.4833,21.65,292.64,62,29,1.51,GR,1684993594
508,tumayr,25.7039,45.868,305.31,23,99,0.98,SA,1684993594
509,monchegorsk,67.9397,32.8739,283.28,79,100,2.41,RU,1684993594
510,albertina,-22.2008,-46.6158,286.71,86,18,3.77,BR,1684993594
511,tevriz,57.509,72.4042,291.36,66,57,4.73,RU,1684993595
512,holualoa,19.6228,-155.9522,298.06,83,75,5.14,US,1684993348
513,dikhil,11.5,42.1667,303.2,50,12,4.95,DJ,1684993595
514,floro,61.5996,5.0328,281.06,81,40,3.6,NO,1684993595
515,achinsk,56.2694,90.4993,282.63,39,66,2.96,RU,1684993596
516,san luis de la loma,17.2706,-100.8939,300.59,77,100,1.46,MX,1684993596
517,hultsfred,57.4882,15.8436,287.49,63,83,3.74,SE,1684993596
518,broome,42.2506,-75.833,279.74,90,34,1.34,US,1684993596
519,carolina beach,34.0352,-77.8936,292.19,51,96,5.4,US,1684993596
520,mormugao,15.4,73.8,304.74,55,40,4.12,IN,1684993597
521,carauari,-4.8828,-66.8958,296.03,99,100,0.67,BR,1684993444
522,pacific grove,36.6177,-121.9166,286.12,86,100,5.14,US,1684993317
523,notodden,59.5594,9.2585,284.38,48,0,1.67,NO,1684993597
524,kourou,5.1552,-52.6478,297.18,93,100,2.1,GF,1684993598
525,belmonte,-15.8631,-38.8828,295.98,88,16,3.3,BR,1684993598
526,ayorou,14.7308,0.9174,305.52,45,68,6.43,NE,1684993598
527,languyan,5.2618,120.0807,302.78,72,100,1.81,PH,1684993598
528,vernon,50.2581,-119.2691,287.35,71,99,1.54,CA,1684993599
529,xinyu,27.8043,114.9334,302.63,65,99,2.43,CN,1684993599
530,botro,7.8525,-5.3106,297.86,99,97,1.66,CI,1684993599
531,belozersk,60.0326,37.7957,287.28,90,94,2.92,RU,1684993599
532,stillwater,36.1156,-97.0584,293.3,76,75,2.57,US,1684993536
533,lamu,-2.2717,40.902,301.27,74,4,3.82,KE,1684993600
534,kencong,-8.2833,113.3667,302.12,65,2,4.06,ID,1684993600
535,brigantine,39.4101,-74.3646,288.82,72,31,1.79,US,1684993600
536,luderitz,-26.6481,15.1594,286.06,89,29,4.88,NA,1684993601
537,bhamo,24.2667,97.2333,309.64,37,58,0.49,MM,1684993601
538,eraan,9.0629,117.7016,301.97,75,99,4.67,PH,1684993601
539,akcaabat,41.0212,39.5715,289.08,100,75,2.57,TR,1684993601
540,upata,8.0086,-62.3989,297.7,96,71,2.32,VE,1684993601
541,boyolangu,-8.1181,111.8935,301.79,67,27,4.45,ID,1684993602
542,konarka,19.9,86.1167,309.37,62,34,6.99,IN,1684993602
543,genhe,50.7833,121.5167,282.96,89,100,2.83,CN,1684993602
544,thunder bay,48.4001,-89.3168,272.14,86,0,1.54,CA,1684993602
545,krasnyy yar,46.5331,48.3456,301.11,38,56,7.62,RU,1684993603
546,kisaran,2.9845,99.6158,303.59,76,46,1.64,ID,1684993603
547,indramayu,-6.3264,108.32,303.14,59,3,5.31,ID,1684993603
548,hirara,24.8,125.2833,301.07,78,75,2.57,JP,1684993603
549,copiapo,-27.3667,-70.3333,285.98,63,0,0.3,CL,1684993603
550,al jahra',29.3375,47.6581,306.98,27,99,5.6,KW,1684993604
551,magong,23.5654,119.5863,297.74,84,32,3.84,TW,1684993604
552,cestos city,5.46,-9.5828,299.25,88,82,3.55,LR,1684993604
553,agat village,13.3886,144.6585,300.21,87,100,15.32,GU,1684993604
554,san jose de jachal,-30.2406,-68.7469,285.74,59,2,0.84,AR,1684993605
555,jayapura,-2.5333,140.7,305.81,84,98,1.49,ID,1684993605
556,longavi,-35.9667,-71.6833,283.3,86,100,1.22,CL,1684993605
557,tsiroanomandidy,-18.7667,46.0333,292.84,63,16,0.91,MG,1684993605
558,yanam,16.7333,82.2167,310.9,48,43,4.15,IN,1684993606
559,hanko,59.8333,22.95,287.12,92,98,3.56,FI,1684993606
560,salahonda,2.1019,-78.7217,299.76,82,100,3.34,CO,1684993606
561,farafangana,-22.8167,47.8333,293.78,81,81,2.97,MG,1684993606
562,kavarna,43.4333,28.3333,293.3,71,42,0.95,BG,1684993607
563,prince rupert,54.3161,-130.3201,284.2,93,0,5.14,CA,1684993607
564,umm kaddadah,13.6017,26.6876,306.28,18,2,2.98,SD,1684993607
565,uturoa,-16.7333,-151.4333,300.11,77,42,4.23,PF,1684993607
566,guiuan,11.0333,125.7247,302.74,69,76,1.85,PH,1684993608
567,zeribet el oued,34.6828,6.5111,295.05,50,8,4.25,DZ,1684993608
568,gargalianoi,37.0667,21.6333,292.79,64,53,0.73,GR,1684993608
569,cannonvale,-20.2833,148.7,294.81,64,49,7.33,AU,1684993608
570,diamantino,-14.4086,-56.4461,294.2,67,99,2.44,BR,1684993609
571,urumqi,43.801,87.6005,295.68,20,0,7.0,CN,1684993513
572,gorontalo,0.5412,123.0595,303.97,65,52,2.66,ID,1684993609
573,conde,-7.2597,-34.9075,296.85,100,40,4.12,BR,1684993609
574,rabaul,-4.1967,152.1721,299.83,77,100,1.19,PG,1684993609
575,siocon,7.7061,122.1353,303.0,68,94,2.07,PH,1684993610
576,acapulco de juarez,16.8634,-99.8901,302.05,74,75,2.57,MX,1684993610
577,usinsk,65.9939,57.5281,294.48,48,93,6.69,RU,1684993610
578,praia da vitoria,38.7333,-27.0667,290.29,88,75,4.33,PT,1684993610
579,thakhek,17.4103,104.8307,299.21,53,98,1.92,LA,1684993610
580,n'zeto,-7.2312,12.8666,297.18,89,100,4.48,AO,1684993611
581,flin flon,54.7682,-101.865,286.77,70,86,3.2,CA,1684993611
582,goure,13.9835,10.2704,303.11,40,60,3.1,NE,1684993611
583,fort mcmurray,56.7268,-111.381,284.92,82,100,3.09,CA,1684993611
584,salas,43.4118,-6.2602,285.65,94,100,0.93,ES,1684993612
585,dauphin,51.1494,-100.0502,288.23,67,75,4.63,CA,1684993612
586,cidreira,-30.1811,-50.2056,292.48,89,100,4.93,BR,1684993612
